,geo,text,name,location,hashtags,source,followers_count,friends_count,created_at,verification_status,entities,sentiment
7864,," If wearing masks work, why are there so many new 'cases' once we all started wearing them?#MasksSaveLives #MasksOff #MasksOf…",pegg1980,"Millbrook, AL","['MasksSaveLives', 'MasksOff']",Twitter for iPhone,1,96,2020-07-12 16:28:08,False,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7865,, The German Presidency of the  has kicked off.On the agenda:✅ Economic and social recovery from the #coronavi…,GerritBurgwalEc,"Quito, Ecuador",[],Twitter for Android,14,48,2020-07-12 16:28:07,False,"[('German', 'NORP'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7866,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",perdidostschool,"New York, New York","['Florida', 'coronavirus']",Twitter Web App,1733,1631,2020-07-12 16:28:07,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7867,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",notJoker2point0,Gotham City,"['Florida', 'coronavirus']",Twitter for iPhone,23,423,2020-07-12 16:28:07,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7868,," Shooting of #kumkumbhagya, #KundaliBhagya &amp; #PavitraBhagya gets dropped! #parthsamthaan #coronavirus",apugcp24goa,,"['kumkumbhagya', 'KundaliBhagya', 'PavitraBhagya', 'parthsamthaan', 'coronavirus']",Twitter for Android,459,757,2020-07-12 16:28:06,False,"['', '', ('KundaliBhagya &amp', 'ORG'), ('PavitraBhagya', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7869,, Lockdown is unbearable torture. Even in the middle ages it would have been unthinkable on this scale. An entire country u…,annembee,England,[],Twitter for Android,4985,3994,2020-07-12 16:28:04,False,"[('Lockdown', 'PERSON'), ('the middle ages', 'DATE')]","{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5994}"
7870,,ABs are affected with C!#coronavirus #AmitabhBachchanCovidPositive,JohnsonManoah,,"['coronavirus', 'AmitabhBachchanCovidPositive']",Twitter for Android,22,36,2020-07-12 16:28:03,False,"[('C!#coronavirus #', 'MONEY')]","{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.2244}"
7871,,". #coronavirus numbers in this morning's Texas polls (both RVs):- CBS: How would you rate the job Abbott is doing on coronavirus? 50 good, 50 bad - DMN: 48 approve, 40 disapprove ",PatrickSvitek,"Austin, Texas",['coronavirus'],Twitter Web App,37477,9248,2020-07-12 16:28:03,True,"['', ('morning', 'TIME'), ('Texas', 'GPE'), ('RVs):- CBS', 'PERSON'), ('Abbott', 'PERSON'), ('50', 'CARDINAL'), ('50', 'CARDINAL'), ('48', 'CARDINAL'), ('40', 'CARDINAL')]","{'neg': 0.102, 'neu': 0.814, 'pos': 0.084, 'compound': -0.1531}"
7872,, take care and get well soon and win your battle against  #coronavirus,kt2weets,New Delhi,['coronavirus'],Twitter for iPhone,829,712,2020-07-12 16:28:03,False,[],"{'neg': 0.132, 'neu': 0.406, 'pos': 0.462, 'compound': 0.7579}"
7873,," ⚠️Health officials in #Australia warn that child-to-child transmission of #coronavirus is ""more apparent"" than first tho…",formeraide,,"['Australia', 'coronavirus']",Twitter Web App,33,83,2020-07-12 16:28:02,False,"[('Australia', 'GPE'), ('first', 'ORDINAL')]","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.1027}"
7874,," Dear ,Please close tomorrow and stay closed until Florida (and the nation) is in a better, safer place.The l…",randypcox,"Seattle, WA",[],Twitter for iPad,33119,34409,2020-07-12 16:28:02,False,"[('tomorrow', 'DATE'), ('Florida', 'GPE')]","{'neg': 0.0, 'neu': 0.569, 'pos': 0.431, 'compound': 0.8625}"
7875,,O.M.G. You two are the most useless human beings I have ever seen in any leadership roll.  . . #SchoolReopening #MakeAmericaSafeAgain #coronavirus #Trump #Devos ,jacmr32,"Springdale, AR","['SchoolReopening', 'MakeAmericaSafeAgain', 'coronavirus', 'Trump', 'Devos']",Twitter for Android,2,85,2020-07-12 16:28:02,False,"[('two', 'CARDINAL'), '', ('SchoolReopening', 'ORG'), '', '']","{'neg': 0.134, 'neu': 0.866, 'pos': 0.0, 'compound': -0.4754}"
7876,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",aileeng009,"Florida, USA",['coronavirus'],Twitter for iPhone,5902,5425,2020-07-12 16:28:02,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
7877,, 148 new UK #coronavirus deaths recorded in past 24hrs.That’s the highest Saturday fatality number for a month &amp; 3x yester…,tinkernurse,Martello bay .UK.,['coronavirus'],Twitter for iPhone,5947,6532,2020-07-12 16:28:02,False,"[('148', 'CARDINAL'), ('UK', 'GPE'), ('past 24hrs', 'DATE'), ('Saturday', 'DATE'), ('a month &amp', 'DATE'), ('3x', 'CARDINAL')]","{'neg': 0.197, 'neu': 0.746, 'pos': 0.057, 'compound': -0.6369}"
7878,,Trump is using this pandemic to sacrifice black and brown ppl who are THE most vulnerable to save white people from being the minority in this country. #coronavirus,externaljosh,"Florida, USA",['coronavirus'],Twitter Web App,29,48,2020-07-12 16:28:02,False,[],"{'neg': 0.069, 'neu': 0.821, 'pos': 0.109, 'compound': 0.3117}"
7879,,You #Fearmongering assholes need to STOP instilling fear on to the populace. The chances of actually #dying from #coronavirus in the State of Nevada is still 1 in 6000 people. This is the #math based on the State of Nevada's numbers. How #stupid do you think WE are? ,TakeBackUSA1,"Las Vegas, NV","['Fearmongering', 'dying', 'coronavirus', 'math', 'stupid']",Twitter Web App,1417,67,2020-07-12 16:28:02,False,"['', '', ('the State of Nevada', 'GPE'), ('1', 'CARDINAL'), ('6000', 'CARDINAL'), (""the State of Nevada's"", 'GPE'), '']","{'neg': 0.181, 'neu': 0.786, 'pos': 0.033, 'compound': -0.8455}"
7880,,"#Texas #USA - Sheriff Abraham Vega of Lynn County, Texas died this morning after a battle with #COVID19 #coronavirus. Mercy to all affected by #CoronavirusPandemic ",realhumanrights,Washington DC,"['Texas', 'USA', 'COVID19', 'coronavirus', 'CoronavirusPandemic']",Twitter Web App,2909,1713,2020-07-12 16:28:01,False,"['', ('USA - Sheriff Abraham Vega', 'ORG'), ('Lynn County', 'GPE'), ('Texas', 'GPE'), ('this morning', 'TIME'), '', '']","{'neg': 0.266, 'neu': 0.648, 'pos': 0.085, 'compound': -0.6486}"
7881,," Why has #AmitabhBachchan admitted himself to hospital after being #COVID19 positive? What happened to his 'Taali, Shankh' the…",Muhamma10193167,,"['AmitabhBachchan', 'COVID19']",Twitter for Android,64,217,2020-07-12 16:28:01,False,"['', ('AmitabhBachchan', 'ORG'), ('Taali', 'NORP')]","{'neg': 0.0, 'neu': 0.762, 'pos': 0.238, 'compound': 0.6124}"
7882,,This is an honor for  and  Padma Shri Awardee Dr Sanjeev Bagai praised Arvind Kejriwal for his good administration in handling this Pandemic #coronavirus #KejriwalShowsHowItsDone ,AatmaNirbharAdi,,"['coronavirus', 'KejriwalShowsHowItsDone']",Twitter Web App,434,656,2020-07-12 16:28:01,False,"[('Arvind Kejriwal', 'PERSON')]","{'neg': 0.0, 'neu': 0.634, 'pos': 0.366, 'compound': 0.9022}"
7883,," Parents, teachers, and local leaders agree on two things: 1) they want children back in school as soon as possible; but 2)…",Michael2063m,"Chicago, IL",[],Twitter for iPhone,186,632,2020-07-12 16:28:01,False,"[('two', 'CARDINAL'), ('1', 'CARDINAL'), ('2', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.2263}"
7884,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",Polly01639091,,['coronavirus'],Twitter for Android,1794,4998,2020-07-12 16:28:00,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
7885,," Have you seen our latest post, courtesy of  and ? Learn all about the Moderna and Oxford #coronav…",seekingsci,IG: @seekingscienceblog,[],Twitter Web App,1512,1639,2020-07-12 16:28:00,False,"[('Moderna', 'PERSON'), ('Oxford', 'PERSON')]","{'neg': 0.0, 'neu': 0.865, 'pos': 0.135, 'compound': 0.3612}"
7886,,"Corona wo guest ka chota baccha hai jo aapke phone mein game khelne ke alawa whatsapp,facebook,instagram aur gallery bhi check kar leta hai.#coronavirus #MannKiBaat",VishweshDhayani,"Dwarka, India","['coronavirus', 'MannKiBaat']",Twitter for Android,53,54,2020-07-12 16:27:59,False,"[('hai jo', 'PERSON'), ('ke alawa', 'PERSON'), ('whatsapp', 'GPE'), ('facebook', 'ORG'), ('bhi', 'PERSON'), ('kar leta', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7887,,"Clinical trials of the ""world’s first #coronavirus vaccine"" on volunteers at Sechenov First Moscow State Medical University have been successfully completed, says  director of Institute for Translational Medicine and Biotechnology, developer of the #vaccine.",iammanojpandey,"New Delhi, India","['coronavirus', 'vaccine']",Twitter for Android,500,2,2020-07-12 16:27:58,False,"[('first', 'ORDINAL'), ('Sechenov First Moscow State Medical University', 'ORG'), ('Institute for Translational Medicine and Biotechnology', 'ORG')]","{'neg': 0.0, 'neu': 0.912, 'pos': 0.088, 'compound': 0.4939}"
7888,, If you thought that #communication and #teamwork were tough and that #miscommunication at work was happening too frequen…,EvanKirstel,#RemoteWork #Boston ,"['communication', 'teamwork', 'miscommunication']",Twitter for iPhone,289448,271951,2020-07-12 16:27:58,False,"['', '']","{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.128}"
7889,, Way to go OhioIt’s a thing of beauty 👏🏻👏🏻👏🏻👏🏻🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸#Trump2020 #KAG2020 #SaturdayThoughts #Ccot#CNNSOTU #MediaBu…,JoDeePate2,,"['Trump2020', 'KAG2020', 'SaturdayThoughts', 'Ccot', 'CNNSOTU']",Twitter for iPhone,167,232,2020-07-12 16:27:58,False,"[('OhioIt', 'CARDINAL'), ('🏻', 'PRODUCT'), ('🏻', 'PRODUCT'), ('🏻', 'PRODUCT'), ('🏻', 'MONEY'), ('🇸', 'ORG'), ('🇸', 'GPE'), ('🇸', 'GPE'), ('🇸', 'GPE'), ('🇸', 'GPE'), ('🇸', 'GPE'), ('🇸', 'GPE'), ('🇸', 'GPE'), '', ('SaturdayThoughts', 'ORG'), '']","{'neg': 0.0, 'neu': 0.743, 'pos': 0.257, 'compound': 0.5859}"
7890,,"To mark this incredible achievement, Florida should hold a massive indoor rally! #coronavirus ",InRodWeTrustMTL,Montreal,['coronavirus'],Twitter for Android,6561,357,2020-07-12 16:27:58,False,"[('Florida', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7891,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",diamond_girl99,"Irvine, CA",['coronavirus'],Twitter for iPhone,219,199,2020-07-12 16:27:58,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
7892,, Three generations of Bollywood’s Bachchan family were hit by the coronavirus as former Miss World Aishwarya Rai Bachchan a…,Shehhy_waru,,[],Twitter for Android,345,126,2020-07-12 16:27:58,False,"[('Three', 'CARDINAL'), ('Bollywood', 'GPE'), ('Bachchan', 'GPE'), ('Aishwarya Rai Bachchan', 'PERSON')]","{'neg': 0.082, 'neu': 0.918, 'pos': 0.0, 'compound': -0.1531}"
7893,, ‼️37-year-old #Ohio veteran—who posted a widely shared anti-#mask screed on Facebook—tested positive for #COVID19 on Jul…,AntoniaConway16,Reality,"['Ohio', 'mask', 'COVID19']",Twitter for iPhone,106,1225,2020-07-12 16:27:57,False,"[('Ohio', 'GPE'), ('Facebook', 'ORG'), ('Jul', 'ORG')]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}"
7894,, AP is at Top 4 in India in #Covid19 cases today Maharashtra  7827Tamilnadu 4244Karnataka 2627AP 1933Delhi 1573 Telang…,Deepika_NCBN,"Nandyal, India",['Covid19'],Twitter for iPhone,4186,1112,2020-07-12 16:27:56,False,"[('AP', 'ORG'), ('India', 'GPE'), ('today', 'DATE'), ('Maharashtra', 'ORG'), ('4244Karnataka', 'CARDINAL'), ('1933Delhi 1573', 'DATE'), ('Telang', 'PERSON')]","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}"
7895,, ‼️37-year-old #Ohio veteran—who posted a widely shared anti-#mask screed on Facebook—tested positive for #COVID19 on Jul…,jennyarntzenPhD,"Vancouver, BC","['Ohio', 'mask', 'COVID19']",Twitter Web App,1928,4995,2020-07-12 16:27:56,False,"[('Ohio', 'GPE'), ('Facebook', 'ORG'), ('Jul', 'ORG')]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}"
7896,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",PatsTwoCents,"Washington, DC","['Florida', 'coronavirus']",Twitter for Android,419,3007,2020-07-12 16:27:56,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7897,,"  If it is safe enough for children to return to school, then it is safe enough for Paul Manafort and Michael…",achfenton,,[],Twitter for Android,250,354,2020-07-12 16:27:56,False,"[('Paul Manafort', 'PERSON'), ('Michael', 'PERSON')]","{'neg': 0.0, 'neu': 0.766, 'pos': 0.234, 'compound': 0.7003}"
7898,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",sisterbullfrog1,Boston,"['Florida', 'coronavirus']",Twitter for iPhone,3662,3788,2020-07-12 16:27:55,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7899,," From which 'Jamaat', Anupam Kher's mother and brother got #Coronavirus?",paly_paul,Mumbai,['Coronavirus'],Twitter for Android,115,450,2020-07-12 16:27:55,False,"[(""Anupam Kher's"", 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7900,,ALERT: More Colorado families consider online education as COVID-19risks loom over upcoming school year - Global Pandemic News | #Coronavirus #COVID19 #Protests - ,GlobalPandemics,WORLDWIDE,"['Coronavirus', 'COVID19', 'Protests']",GlobalPandemic.NET,26142,25902,2020-07-12 16:27:55,False,"[('Colorado', 'GPE'), ('COVID-19risks', 'PRODUCT'), '', '']","{'neg': 0.083, 'neu': 0.788, 'pos': 0.128, 'compound': 0.2577}"
7901,," On a day when Florida sets a single-day record for new #coronavirus cases—15,300—and people need to know critical news, the …",dallasleebridge,"Manhattan - New York, NY",['coronavirus'],Twitter Web App,1184,4988,2020-07-12 16:27:53,False,"[('a day', 'DATE'), ('Florida', 'GPE'), ('single-day', 'DATE'), '']","{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.3182}"
7902,," BREAKING: Florida smashes record for daily new #coronavirus cases with the FL Dept of Health reporting 15,300 new cases tod…",asmithfilms,"Minneapolis, MN",['coronavirus'],Twitter for Android,3157,2317,2020-07-12 16:27:53,False,"[('BREAKING', 'PERSON'), ('Florida', 'GPE'), ('daily', 'DATE'), '', ('the FL Dept of Health', 'ORG'), ('15,300', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7903,, Trump wearing the mask like thisEffective? 🙄🙄😂😂😂😂😂😷😷😷😷😷#Covid_19 #coronavirus ,ProfFireHawk,Texas,"['Covid_19', 'coronavirus']",Twitter for iPhone,13,219,2020-07-12 16:27:52,False,"[('🙄🙄', 'FAC'), ('😷', 'CARDINAL'), ('😷', 'CARDINAL'), ('😷', 'ORG')]","{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.3612}"
7904,," PELOSI: “When you hear what the administration is saying, we know that they have no appreciation for the failure that has b…",Lazzerlow,ST 11 ,[],Twitter for iPhone,1,33,2020-07-12 16:27:51,False,"[('PELOSI', 'PERSON')]","{'neg': 0.198, 'neu': 0.683, 'pos': 0.119, 'compound': -0.296}"
7905,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",JFL94004203,,['coronavirus'],Twitter for Android,39,415,2020-07-12 16:27:51,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
7906,,Donald J. Trump Live Wallpaper for Android ,FOREXEAASSARV10,"California, USA","['news', 'covid19', 'coronavirus', 'BreakingNews', 'pandemic', 'BlackPrivelage', 'WhitePrivilege', 'plandemic', 'fakepandemic', 'covidhoax', 'coronavirushoax', 'BlackLivesMatter', 'WhiteLivesMatter', 'AllLivesMatter', 'trump']",dowjonesstockmarket,2573,776,2020-07-12 16:27:51,False,"[('Donald J. Trump', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7907,, What kind of human &amp; journalist you are  ?Nor you have empathy nor facts.Each &amp; every #coronavirus affected…,NetizenParo,"Texas, USA",['coronavirus'],Twitter for Android,515,587,2020-07-12 16:27:50,False,"[('human &amp', 'ORG'), ('Each &amp', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7908,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",CherYork51,"Franklin, TN",['coronavirus'],Twitter for iPhone,152,668,2020-07-12 16:27:49,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
7909,,Do you feel your state is properly prepared to reopen schools?#Covid_19 #coronavirus #FreeWoj #ReopeningSchools #ReOpenSchools #schoolsreopening,lazylefty,"Cincinnati, OH","['Covid_19', 'coronavirus', 'FreeWoj', 'ReopeningSchools', 'ReOpenSchools', 'schoolsreopening']",Twitter for Android,1647,3370,2020-07-12 16:27:49,False,"[('FreeWoj', 'ORG'), '']","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.2263}"
7910,,Trump wants kids back in school so their parents can go back to workThe risks are less important than the gears of capitalismLife is less valuable than the economyBut education doesn't matter to a dead child &amp;dead people have no spending power except at the morgue#coronavirus,ManHasRuinedGod,,['coronavirus'],Twitter for Android,4782,5252,2020-07-12 16:27:47,False,[],"{'neg': 0.103, 'neu': 0.748, 'pos': 0.149, 'compound': 0.5239}"
7911,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",sebb23,"Salerno, Campania",['coronavirus'],Twitter for iPhone,881,675,2020-07-12 16:27:47,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
7912,," ⚠️Health officials in #Australia warn that child-to-child transmission of #coronavirus is ""more apparent"" than first tho…",genevieveisgg,,"['Australia', 'coronavirus']",Twitter Web App,3795,4993,2020-07-12 16:27:47,False,"[('Australia', 'GPE'), ('first', 'ORDINAL')]","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.1027}"
7913,, ‼️37-year-old #Ohio veteran—who posted a widely shared anti-#mask screed on Facebook—tested positive for #COVID19 on Jul…,desertdudesCatC,"Palm Springs, Ca","['Ohio', 'mask', 'COVID19']",Twitter for iPad,992,1842,2020-07-12 16:27:47,False,"[('Ohio', 'GPE'), ('Facebook', 'ORG'), ('Jul', 'ORG')]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}"
7914,, AP is at Top 4 in India in #Covid19 cases today Maharashtra  7827Tamilnadu 4244Karnataka 2627AP 1933Delhi 1573 Telang…,SrikanthT36,भारत,['Covid19'],Twitter Web App,12,84,2020-07-12 16:27:46,False,"[('AP', 'ORG'), ('India', 'GPE'), ('today', 'DATE'), ('Maharashtra', 'ORG'), ('4244Karnataka', 'CARDINAL'), ('1933Delhi 1573', 'DATE'), ('Telang', 'PERSON')]","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}"
7915,," #Florida broke a record with 15,300 new #coronavirus cases, more cases than any state has had in a single day#Covid_…",phatttmama,,"['Florida', 'coronavirus']",Twitter for iPhone,4004,4769,2020-07-12 16:27:46,False,"['', ('Florida', 'GPE'), ('15,300', 'CARDINAL')]","{'neg': 0.141, 'neu': 0.859, 'pos': 0.0, 'compound': -0.4215}"
7916,, AFTER #coronavirus COMES.....#MurderHornet NEXT COMES.....#Snailiens 😜😜😜😜😜#DeepState PLAY BOOK ,MBOKSR_MAGA,"Texas, USA","['coronavirus', 'MurderHornet', 'Snailiens', 'DeepState']",Twitter for iPhone,52381,53089,2020-07-12 16:27:46,False,"['', '', '', '']","{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.4824}"
7917,, We are just soaring in all the wrong ways. Even Pakistan has slowed a bit. Not a good sign for weeks ahead. #coronaviru…,AnjanDeveshwar,GURUGRAM,[],Twitter for Android,632,476,2020-07-12 16:27:46,False,"[('Pakistan', 'GPE'), ('weeks', 'DATE'), '']","{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.6711}"
7918,," Kalpana Swain, a #PMGKY beneficiary from #Uradha in #Cuttack thank Hon’ble Prime Minister Shri Narendra Modi, for free LPG…",Rajesh50841231,,"['PMGKY', 'Uradha', 'Cuttack']",Twitter for Android,10,186,2020-07-12 16:27:45,False,"[('Kalpana Swain', 'PERSON'), ('PMGKY', 'ORG'), ('Uradha', 'MONEY'), ('Cuttack', 'GPE'), ('Shri Narendra Modi', 'PERSON'), ('LPG', 'ORG')]","{'neg': 0.0, 'neu': 0.628, 'pos': 0.372, 'compound': 0.836}"
7919,,  Idiots don’t realize it’s an admission of guilt and omen for eventual defeat #coronavirus #TrumpKillsUs #vote ,DeepShAIte,,"['coronavirus', 'TrumpKillsUs', 'vote']",Twitter for iPad,77,296,2020-07-12 16:27:45,False,[''],"{'neg': 0.267, 'neu': 0.733, 'pos': 0.0, 'compound': -0.6249}"
7920,," From which 'Jamaat', Anupam Kher's mother and brother got #Coronavirus?",kumarsurender,"Haryana , India",['Coronavirus'],Twitter for Android,222,177,2020-07-12 16:27:45,False,"[(""Anupam Kher's"", 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7921,, United Kingdom Daily Coronavirus (COVID-19) Report. #coronavirus #UK #Corona #covid19 #Covid19UK ,tanb2002,,"['coronavirus', 'UK', 'Corona', 'covid19', 'Covid19UK']",Twitter for Android,136,391,2020-07-12 16:27:44,False,"[('United Kingdom Daily Coronavirus', 'ORG'), '', '', '', '']","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}"
7922,, The Democrats in 2016#Trump2020 #KAG2020 #SaturdayThoughts #Ccot#CNNSOTU #MediaBuzz #WalkAway #coronavirus #FoxandFriends…,MBOKSR_MAGA,"Texas, USA","['Trump2020', 'KAG2020', 'SaturdayThoughts', 'Ccot', 'CNNSOTU', 'MediaBuzz', 'WalkAway', 'coronavirus', 'FoxandFriends']",Twitter for iPhone,52381,53089,2020-07-12 16:27:44,False,"[('Democrats', 'NORP'), ('SaturdayThoughts', 'ORG'), ('FoxandFriends', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7923,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",AndamoJoey,,['coronavirus'],Twitter for Android,113,770,2020-07-12 16:27:43,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
7924,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",EduardZavgorod1,Norway,['coronavirus'],Twitter for Android,224,95,2020-07-12 16:27:43,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
7925,, During this #coronavirus🦠 crisis please practice #SocialDistancing #TruthMatters:This video is clearly not in a Chur…,FrostyFire9,"South Carolina, USA","['coronavirus', 'SocialDistancing', 'TruthMatters']",Twitter for iPad,245,435,2020-07-12 16:27:43,False,"['', ('coronavirus🦠', 'PRODUCT'), '', '']","{'neg': 0.204, 'neu': 0.547, 'pos': 0.249, 'compound': -0.0258}"
7926,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",DaintyMae2,United States,['coronavirus'],Twitter for Android,972,773,2020-07-12 16:27:43,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
7927,,"Florida shatters single-day infection record with 15,300 new cases. Most of any state in a single day so far. But yes, let’s re-open theme parks and schools! #coronavirus #COVID19 ",CindyErmus,Yanaguana; Tequesta land,"['coronavirus', 'COVID19']",Twitter for iPhone,2433,1167,2020-07-12 16:27:43,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('a single day', 'DATE'), '']","{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.5033}"
7928,, 166 new #coronavirus cases in #Lebanon LU: nahh we can do better#امتحانات_الموت #الجامعه_اللبنانيه #لبنان#كورونا#لبنان_ي…,danahaydar1,,"['coronavirus', 'Lebanon', 'امتحانات_الموت', 'الجامعه_اللبنانيه', 'لبنان', 'كورونا']",Twitter for iPhone,37,111,2020-07-12 16:27:42,False,"[('166', 'CARDINAL'), ('Lebanon', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7929,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",blugrey20,,"['Florida', 'coronavirus']",Twitter for Android,125,260,2020-07-12 16:27:42,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
7930,, Awesome job holding  feet to the fire today! Thank you for sticking to the question instead of moving on! 🔥🔥🔥  #BetsyDeVos #coronavirus #KidsLivesMatter,therealsacil,,"['BetsyDeVos', 'coronavirus', 'KidsLivesMatter']",Twitter for Android,1244,1103,2020-07-12 16:27:42,False,"[('today', 'DATE'), ('🔥🔥', 'ORG'), '', '']","{'neg': 0.081, 'neu': 0.676, 'pos': 0.243, 'compound': 0.6988}"
7931,, Germany and UK have similar population densities. Germany has a slightly higher population.#Coronavirus deaths in Germ…,vespasian91,,['Coronavirus'],Twitter for Android,2452,4980,2020-07-12 16:27:41,False,"[('Germany', 'GPE'), ('UK', 'GPE'), ('Germany', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
