,geo,text,name,location,hashtags,source,followers_count,friends_count,created_at,verification_status,entities,sentiment
0,, STOP SAYING THIS IS THE 2ND WAVE OF COVID. You can’t have a second wave if you never came down off the first one. None of…,kaybirth,,[],Twitter for iPhone,742,243,2020-07-12 17:39:13,False,"[('2ND', 'DATE'), ('second', 'ORDINAL'), ('first', 'ORDINAL')]","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.4466}"
1,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",monetmontague,"New York, NY","['Florida', 'coronavirus']",Twitter for iPhone,534,252,2020-07-12 17:39:10,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
2,, ‼️37-year-old #Ohio veteran—who posted a widely shared anti-#mask screed on Facebook—tested positive for #COVID19 on Jul…,lynnsations,,"['Ohio', 'mask', 'COVID19']",Twitter for iPad,110,298,2020-07-12 17:39:09,False,"[('Ohio', 'GPE'), ('Facebook', 'ORG'), ('Jul', 'ORG')]","{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.7184}"
3,,  mask is 1 step. Want to try to muster more votes? #LetFauciLead to finally control this #coronavirus. To seek his expert guidance would be a positive for u. Wish you’d understand he is not in competition w u. His focus: humanitarian wellbeing.  #sundayvibes,AMouseRoars,,"['LetFauciLead', 'coronavirus', 'sundayvibes']",Twitter for iPhone,5,60,2020-07-12 17:39:09,False,"[('1', 'CARDINAL'), '', ('Wish', 'PERSON')]","{'neg': 0.0, 'neu': 0.83, 'pos': 0.17, 'compound': 0.765}"
4,," ⚠️As students have returned to campus, officials have been warning about an alarming spike in #COVID19 cases related to…",ander_the_table,,['COVID19'],Twitter for iPhone,638,4444,2020-07-12 17:39:09,False,"[('️As', 'CARDINAL'), ('COVID19', 'GPE')]","{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.4404}"
5,,#Trump home state. #DeathSantis is his Governor #COVID19 #coronavirus #CoronavirusPandemic #Coronavirusflorida #COVIDIOTS #WearYourMaskFL ,gibby0816,"Florida, USA","['Trump', 'DeathSantis', 'COVID19', 'coronavirus', 'CoronavirusPandemic', 'Coronavirusflorida', 'COVIDIOTS', 'WearYourMaskFL']",Twitter for Android,359,177,2020-07-12 17:39:08,False,"['', ('Trump', 'ORG'), '', ('DeathSantis', 'ORG'), '', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
6,, Coronavirus: Why everyone was wrong--The immune response to the virus is stronger than everyone thought,this_danish,"Yeah, right.",[],Twitter for Android,88,172,2020-07-12 17:39:08,False,"[('Coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5859}"
7,, Homemade pastry.Corona makes me bake sweets.#SundayMotivation #coronavirus ,saqibf,"Karachi, Pakistan","['SundayMotivation', 'coronavirus']",Twitter for Android,34363,34530,2020-07-12 17:39:08,False,"[('Homemade', 'PERSON'), ('Corona', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
8,, #Chinagovernment#IrangovernmentNations have been paying for their governments for thousands of years!To quarantine th…,Artemiss1990,#persia,"['Chinagovernment', 'Irangovernment']",Twitter for Android,400,475,2020-07-12 17:39:08,False,"[('thousands', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
9,, How #coronavirus affects the entire body Wale up Canada #WearAMask ,wholecloth,,"['coronavirus', 'WearAMask']",Twitter for iPad,699,440,2020-07-12 17:39:07,False,"[('Wale up', 'ORG'), ('Canada', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
10,,"His 276th visit to a golf course in his 1,270 days as president–more than 1 in every 5 days  #TrumpGolfsAmericansDie #coronavirus #COVID #Covid_19",Icingdeathe,Ethereally here...,"['TrumpGolfsAmericansDie', 'coronavirus', 'COVID', 'Covid_19']",Twitter Web App,1066,2255,2020-07-12 17:39:07,False,"[('his 1,270 days', 'DATE'), ('more than 1', 'CARDINAL'), ('every 5 days', 'DATE'), '', ('COVID', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
11,," So it looks like the GOP's strategy to use the #coronavirus pandemic as a holocaust against POCs, old folks, disabled f…",alisonserene,"Fort Collins, Colorado",['coronavirus'],Twitter for iPhone,219,703,2020-07-12 17:39:06,False,"[('GOP', 'ORG'), '']","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4144}"
12,," Florida has had a record-breaking week leading to the all-time surge in cases. The state reported 514 fatalities last week, averaging 73 deaths per day. Three weeks ago, the daily average was 30 deaths.#coronavirus #HerdImmunity",bigpaulfla,USA,"['coronavirus', 'HerdImmunity']",Twitter for iPhone,199,621,2020-07-12 17:39:06,False,"[('Florida', 'GPE'), ('week', 'DATE'), ('514', 'CARDINAL'), ('last week', 'DATE'), ('73', 'CARDINAL'), ('Three weeks ago', 'DATE'), ('30', 'CARDINAL')]","{'neg': 0.106, 'neu': 0.894, 'pos': 0.0, 'compound': -0.5994}"
13,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",KsPatriotMadre,love'ѕ тнe only нoυѕe вιg enυғ,['coronavirus'],Twitter for Android,3654,5001,2020-07-12 17:39:06,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
14,," 'When I was asked to support IT for the , I didn’t hesitate.' Find out how  Chief Information…",Scott1984FP,"Bedford, Bedfordshire, Uk,",[],Twitter for Android,2737,5001,2020-07-12 17:39:05,False,[],"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}"
15,," More than 69,800 people have died of the novel #coronavirus in 342 cities checkered across all of Iran's 31 provinces, ac…",besoyepirozi,"Arhus, Denmark",['coronavirus'],Twitter for iPhone,1425,169,2020-07-12 17:39:05,False,"[('More than 69,800', 'CARDINAL'), ('342', 'CARDINAL'), ('Iran', 'GPE'), ('31', 'CARDINAL')]","{'neg': 0.145, 'neu': 0.763, 'pos': 0.092, 'compound': -0.3182}"
16,,"The National Population Commission (NPC) has said the continued closure of schools across #Nigeria due to the #Coronavirus pandemic might lead to an increase in teen pregnancy, abortions, and early school dropouts. ",ioaliu,Nigeria,"['Nigeria', 'Coronavirus']",Mobile Web (M2),502,533,2020-07-12 17:39:05,False,"[('The National Population Commission', 'ORG'), ('NPC', 'ORG'), ('Nigeria', 'GPE'), '', ('Coronavirus', 'NORP')]","{'neg': 0.0, 'neu': 0.931, 'pos': 0.069, 'compound': 0.3182}"
17,," ⚠️COVID-19 🦠 🚨Gov. DeSantis says schools ready to reopen next month, Florida Education Association disagrees.#SD13 #D…",TrumpWatchNews,"Florida, USA",['SD13'],Twitter for iPhone,1152,2757,2020-07-12 17:39:04,False,"[('🦠 🚨Gov. DeSantis', 'PERSON'), ('next month', 'DATE'), ('Florida Education Association', 'ORG')]","{'neg': 0.0, 'neu': 0.848, 'pos': 0.152, 'compound': 0.3612}"
18,," Not once, did she offer an idea to keep my baby safe. This is real and is NOT political.  You re attacking mine personally. AN…",larryinstafford,Stafford,[],Twitter for iPhone,2152,617,2020-07-12 17:39:04,False,[],"{'neg': 0.104, 'neu': 0.796, 'pos': 0.1, 'compound': -0.0258}"
19,," I had a gazillion questions before catching the #VandeBharatMission flight back to London from Mumbai. So, I hope you f…",MoniishaMishra,"London, England",['VandeBharatMission'],Twitter for iPhone,1929,186,2020-07-12 17:39:04,False,"[('London', 'GPE'), ('Mumbai', 'GPE')]","{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.4927}"
20,, NCRI Women’s Committee calls on UN High Commissioner for Human Rights &amp; UN Special Rapporteur on the situation of human righ…,mostafaz22,,[],Twitter for iPhone,137,86,2020-07-12 17:39:03,False,"[('NCRI Women’s Committee', 'ORG'), ('UN', 'ORG'), ('Human Rights &amp', 'ORG'), ('UN', 'ORG')]","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4019}"
21,," hey, quit being silly, you silly. Get a school backup plan for an outbreak. You're running a flippedy-do country, act like you give a stool sample and care!#schoolsreopening #coronavirus",BeardedQuack,,"['schoolsreopening', 'coronavirus']",Twitter for Android,8,8,2020-07-12 17:39:02,False,[],"{'neg': 0.0, 'neu': 0.822, 'pos': 0.178, 'compound': 0.4574}"
22,, Follow .  Share the stories of so many lost to #COVID19.  Remind everyone that they are not just numbers. The…,tibbieman1,Phoenix,['COVID19'],Twitter Web App,294,1134,2020-07-12 17:39:02,False,[],"{'neg': 0.118, 'neu': 0.781, 'pos': 0.101, 'compound': -0.0972}"
23,," When it's time to wake up,even if you pretend to be asleep,the universe will wake you up by force.#Sufism_Awakening…",Artemiss1990,#persia,['Sufism_Awakening'],Twitter for Android,400,475,2020-07-12 17:39:02,False,[],"{'neg': 0.072, 'neu': 0.928, 'pos': 0.0, 'compound': -0.1027}"
24,," So it looks like the GOP's strategy to use the #coronavirus pandemic as a holocaust against POCs, old folks, disabled f…",IngridWonders,Canada,['coronavirus'],Twitter Web App,382,403,2020-07-12 17:39:02,False,"[('GOP', 'ORG'), '']","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4144}"
25,, Russia first nation to successfully complete human trials of #coronavirus #COVID19 vaccine,shubhayush,"खेरली, Rajasthan","['coronavirus', 'COVID19']",Twitter for Android,340,212,2020-07-12 17:39:01,False,"[('Russia', 'GPE'), ('first', 'ORDINAL'), '', '', ('COVID19', 'ORG')]","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
26,,  Crowds rush to escape #Coronavirus Droplet Cloud ,ten24get,New York City and points West,['Coronavirus'],Twitter Web App,5471,4351,2020-07-12 17:39:00,False,"[('Coronavirus Droplet', 'ORG')]","{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.1779}"
27,, A regional testing centre has opened in Liverpool and will be accessible for Cheshire &amp; Merseyside residents experienci…,johnheritage123,"Warrington, Cheshire ",[],Twitter for Android,2237,4996,2020-07-12 17:39:00,False,"[('Liverpool', 'GPE'), ('Cheshire &amp', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
28,, #China is suspending imports of #meat and meat products from 23 companies and stepping-up inspection of imported foods…,Lancrunistuning,,"['China', 'meat']",Twitter for Android,435,1288,2020-07-12 17:38:59,False,"['', ('China', 'GPE'), ('23', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
29,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",emrellim,,['coronavirus'],Twitter for iPhone,771,821,2020-07-12 17:38:58,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
30,,   The #COVID__19 scam must continue until Nov. 2020 as #AOC stated in her DELETED tweet... The #co…,BigTebowski13,,"['COVID__19', 'AOC']",Twitter for iPhone,0,87,2020-07-12 17:38:58,False,"[('Nov. 2020', 'DATE'), ('AOC', 'ORG'), '']","{'neg': 0.188, 'neu': 0.812, 'pos': 0.0, 'compound': -0.5719}"
31,, Coronavirus: Why everyone was wrong--The immune response to the virus is stronger than everyone thought,LeWarriorSilenc,Everywhere,[],Twitter Web App,335,1358,2020-07-12 17:38:58,False,"[('Coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5859}"
32,," One thing #coronavirus has shown us, our lives are as pawns in the hands of rich legislators. Frontline workers, medical perso…",craigdadoly,"Austin, TX",['coronavirus'],Twitter for iPhone,233,638,2020-07-12 17:38:57,False,"[('One', 'CARDINAL'), '', ('Frontline', 'PERSON')]","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5574}"
33,, oh hai! I'm here with a friendly reminder that  has no plans to regularly test any of their employees #disneyworl…,PrincessxMisery,Pleasure Island,[],Twitter Web App,4554,189,2020-07-12 17:38:57,False,[''],"{'neg': 0.097, 'neu': 0.749, 'pos': 0.154, 'compound': 0.3164}"
34,, Coronavirus: Why everyone was wrong--The immune response to the virus is stronger than everyone thought,galvan5725,USA,[],Twitter Web App,367,388,2020-07-12 17:38:56,False,"[('Coronavirus', 'PERSON')]","{'neg': 0.0, 'neu': 0.73, 'pos': 0.27, 'compound': 0.5859}"
35,," Epoch Times interview with Restart Leader:Iran's regime is killing Iranians!60,000 people have been contracted and mor…",Artemiss1990,#persia,[],Twitter for Android,400,475,2020-07-12 17:38:56,False,"[('Epoch Times', 'ORG'), ('Restart', 'ORG'), ('Iran', 'GPE')]","{'neg': 0.238, 'neu': 0.762, 'pos': 0.0, 'compound': -0.69}"
36,,   Kneeling will magically end racism apparently; surely it wouldn't be better to solve the reason blacks…,PaulS1717,United States,[],Twitter for Android,182,513,2020-07-12 17:38:55,False,"[('Kneeling', 'ORG')]","{'neg': 0.28, 'neu': 0.517, 'pos': 0.203, 'compound': -0.4226}"
37,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",JuliusPetro4,"Ohio, USA",['coronavirus'],Twitter for Android,2058,2313,2020-07-12 17:38:55,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
38,," TAKE A DEEP BREATHE«Remember to breathe. It is after all, the secret of life».(Gregory Maguire)  #medart #medicalart…",IAmMentzelTrash,,"['medart', 'medicalart']",Twitter for Android,733,1193,2020-07-12 17:38:55,False,"[('Maguire', 'GPE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
39,, Democrats reviewing their platform #Trump2020LandslideVictory #KAG2020 #Tcot #Ccot#COVID19 #coronavirus #WalkAway #Saturday…,woonka,USA,"['Trump2020LandslideVictory', 'KAG2020', 'Tcot', 'Ccot', 'COVID19', 'coronavirus', 'WalkAway']",Twitter for iPad,596,912,2020-07-12 17:38:55,False,"[('Democrats', 'NORP'), ('Ccot#COVID19', 'ORG'), '', ('Saturday', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
40,," ⚠️Health officials in #Australia warn that child-to-child transmission of #coronavirus is ""more apparent"" than first tho…",LeslieMPozsonyi,"Melbourne, FL","['Australia', 'coronavirus']",Twitter Web App,1214,2073,2020-07-12 17:38:54,False,"[('Australia', 'GPE'), ('first', 'ORDINAL')]","{'neg': 0.085, 'neu': 0.915, 'pos': 0.0, 'compound': -0.1027}"
41,," Tomorrow isn’t promised, Just let him fucc.#coronavirus",bcasonnn,"San Bernardino, CA",['coronavirus'],Twitter for iPhone,295,239,2020-07-12 17:38:52,False,"[('Tomorrow', 'DATE')]","{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}"
42,," Ms MerkelWe had given you the ultimatum not to co-operate with the terrorist regime of Iran, otherwise, ISIS or smthing…",Artemiss1990,#persia,[],Twitter for Android,400,475,2020-07-12 17:38:51,False,"[('Iran', 'GPE')]","{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.6908}"
43,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",bullseye7676,,['coronavirus'],Twitter for iPhone,40,207,2020-07-12 17:38:49,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
44,," One brave woman sacrificing everything--home, family, career--will inspire others. There will now be many Chinese telling…",jbtalkingheads,,[],Twitter for iPhone,699,270,2020-07-12 17:38:49,False,"[('One', 'CARDINAL'), ('Chinese', 'NORP')]","{'neg': 0.0, 'neu': 0.664, 'pos': 0.336, 'compound': 0.7964}"
45,,Not all viral fevers are induced by coronavirus #Coronavirus #Infectiousdiseases #Viralfevers #Hyderabad ,TheHansIndiaWeb,Hyderabad,"['Coronavirus', 'Infectiousdiseases', 'Viralfevers', 'Hyderabad']",Hocalwire Social Share,5618,1633,2020-07-12 17:38:47,False,"['', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
46,,#Masks will make you sick and or dead.There is a warning label on REAL mask.Promoting poisoning colds viral infections emphysema pneumonia hyperventilation causing nasal infection and death. #science Its not rocket science. Everyone has been exposed to #coronavirus already WTH ,CrazyKensTweet,"Phoenix, AZ","['Masks', 'science', 'coronavirus']",Twitter for Android,4,50,2020-07-12 17:38:47,False,"[('REAL', 'ORG'), '']","{'neg': 0.363, 'neu': 0.637, 'pos': 0.0, 'compound': -0.9574}"
47,, #digital…,digitalworking,"South East, England",['digital'],Twitter for iPhone,3018,2536,2020-07-12 17:38:46,False,"['', ('digital', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
48,,  I would risk my life to save that of any one of my students. I will not risk it or that of anyone close to me just so Trump can claim the #coronavirus  is being defeated.,FadingTeacher,"Virginia, USA",['coronavirus'],Twitter for Android,7285,7689,2020-07-12 17:38:46,False,"[('Trump', 'ORG'), '']","{'neg': 0.18, 'neu': 0.741, 'pos': 0.079, 'compound': -0.4767}"
49,," So it looks like the GOP's strategy to use the #coronavirus pandemic as a holocaust against POCs, old folks, disabled f…",JohnWilkinspsyc,"Hoylake, England",['coronavirus'],Twitter for iPhone,605,600,2020-07-12 17:38:44,False,"[('GOP', 'ORG'), '']","{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4144}"
50,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",wickedatMLT,"Ohio, USA","['Florida', 'coronavirus']",Twitter for Android,131,603,2020-07-12 17:38:43,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
51,," BOOM!Top pathologist: 'NO ONE has died from the #coronavirus!' | PSI, Inc. ",AndyBird21,U.K,['coronavirus'],Tweetbot for iΟS,440,845,2020-07-12 17:38:42,False,"['', ('PSI, Inc.', 'ORG')]","{'neg': 0.442, 'neu': 0.558, 'pos': 0.0, 'compound': -0.7974}"
52,, #China is suspending imports of #meat and meat products from 23 companies and stepping-up inspection of imported foods…,Unbelieveable6,"Victoria, Australia","['China', 'meat']",Twitter for iPhone,52,354,2020-07-12 17:38:42,False,"['', ('China', 'GPE'), ('23', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
53,,"2020 shall be known henceforth as “The-Year-That-Must-Not-Be-Named,” lest we summon its wrath#corona #hewhomustnotbenamed #voldemort #coronavirus #covid #covid19 #murderhornets #fire #australia #australiafires #ClimateCrisis #ClimateChange #ClimateEmergency",joshoptical,"Winston-Salem, NC","['corona', 'hewhomustnotbenamed', 'voldemort', 'coronavirus', 'covid', 'covid19', 'murderhornets', 'fire', 'australia', 'australiafires', 'ClimateCrisis', 'ClimateChange', 'ClimateEmergency']",Twitter for iPhone,104,163,2020-07-12 17:38:41,False,"['', '', '', '', ('ClimateChange', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
54,, #Pune #PCMC Are Lockdowns effective in reducing #coronavirus cases...? ,bhurtya,"Pune, Maharashtra, India","['Pune', 'PCMC', 'coronavirus']",Bhurtya1,836,34,2020-07-12 17:38:40,False,"[('PCMC', 'ORG'), '']","{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.4767}"
55,, We are taking all efforts that everyone gets the best possible treatment. A point to understand though is that #Remdesv…,deshri80,,[],Twitter for iPhone,24,113,2020-07-12 17:38:40,False,[''],"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6369}"
56,," Internal documents from  warned fully reopening K-12 schools &amp; universities would pose the ""highest risk"" for spread of the…",Missin_Florida,🖕FuckTrump,[],Twitter Web App,30245,30357,2020-07-12 17:38:40,False,"[('K-12', 'PRODUCT')]","{'neg': 0.198, 'neu': 0.802, 'pos': 0.0, 'compound': -0.4939}"
57,, Russia first nation to successfully complete human trials of #coronavirus #COVID19 vaccine,jaggi_pawanism,ನಮ್ಮ ಬೆಂಗಳೂರು,"['coronavirus', 'COVID19']",Twitter for Android,1503,1321,2020-07-12 17:38:39,False,"[('Russia', 'GPE'), ('first', 'ORDINAL'), '', '', ('COVID19', 'ORG')]","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
58,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",MsStockman,,"['Florida', 'coronavirus']",Twitter for Android,49,491,2020-07-12 17:38:39,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
59,, More cities to come under lockdown as India's COVID-19 tally surges to nearly 8.5 lakh | via  #coronavirus #C…,javirnitin1,"Thane, India",['coronavirus'],Twitter for iPhone,190,244,2020-07-12 17:38:38,False,"[('India', 'GPE'), ('nearly 8.5', 'CARDINAL'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
60,, There is a team from the  currently in #China for an analysis of the global #coronavirus response but we know noth…,DonHectorHogan,,"['China', 'coronavirus']",Twitter Web App,33,310,2020-07-12 17:38:37,False,"[('China', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
61,,"#coronavirus update in #Eswatini. New cases confirmed 40, new recovered 12, new deaths 2. Total cases in Eswatini confirmed 1351, recovered 668, deaths 20. +3.05% daily cases increase, 40 reported today UTC time.",CoronaSpread,,"['coronavirus', 'Eswatini']",CoronaLiveUpdates,256,2,2020-07-12 17:38:37,False,"['', '', ('Eswatini', 'GPE'), ('40', 'CARDINAL'), ('12', 'CARDINAL'), ('2', 'CARDINAL'), ('Eswatini', 'GPE'), ('1351', 'DATE'), ('668', 'CARDINAL'), ('20', 'CARDINAL'), ('+3.05%', 'PERCENT'), ('daily', 'DATE'), ('40', 'DATE'), ('today', 'DATE')]","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.3182}"
62,,"TAKE A DEEP BREATHE«Remember to breathe. It is after all, the secret of life».(Gregory Maguire)  #medart #medicalart #medicineart #lungs #pulmones #anatomyart #anatomicalart #lungsurgery #Covid_19 #medicine #medical #coronavirus #pulmonology  #lungcancer #sciart #ConceptArt ",saraillamas,Spain / Italy,"['medart', 'medicalart', 'medicineart', 'lungs', 'pulmones', 'anatomyart', 'anatomicalart', 'lungsurgery', 'Covid_19', 'medicine', 'medical', 'coronavirus', 'pulmonology', 'lungcancer', 'sciart', 'ConceptArt']",Twitter for iPhone,4584,418,2020-07-12 17:38:36,False,"[('Maguire', 'GPE'), '', '', '', '', '', '', '', '', '', ('ConceptArt', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
63,, FROM ME: I interviewed Utah families who had a loved one die of #coronavirus. They say government has let them down and w…,skytsearle,,['coronavirus'],Twitter for iPhone,193,1559,2020-07-12 17:38:35,False,"[('Utah', 'GPE'), '']","{'neg': 0.146, 'neu': 0.709, 'pos': 0.146, 'compound': 0.0}"
64,,"The sociopath in the Oval Office thinks this is a political issue. The #coronavirus doesn't know or care who you voted for. We need a full, total NATIONAL LOCKDOWN for 3-4 months, with a 100% mask mandate any time anyone needs to leave their house for essentials (food, medicine). ",A4Ny14,"Queens, NY",['coronavirus'],Twitter Web App,8625,9304,2020-07-12 17:38:34,False,"['', ('NATIONAL', 'ORG'), ('3-4 months', 'DATE'), ('100%', 'PERCENT')]","{'neg': 0.08, 'neu': 0.92, 'pos': 0.0, 'compound': -0.4268}"
65,," . is releasing 8,000 inmates due to #coronavirus fears! 🤬 I’m fed up with his “leadership.” I’m seriously cons…",Selena_M_Canale,"Santa Rosa, CA",['coronavirus'],Twitter for iPhone,2086,2601,2020-07-12 17:38:33,False,"[('8,000', 'CARDINAL'), '']","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5848}"
66,, .It's too late. 👉You're seven years behind us! Continue with your censorship! We will see each othe…,Artemiss1990,#persia,[],Twitter for Android,400,475,2020-07-12 17:38:32,False,"[('.It', 'PERSON'), ('seven years', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
67,,"#AmitabhBachchan #AnupamKher #Covid_19 One more stupid Modi hater.👇Keep it coming guys, we shall put you all on ""Wall of fame #coronavirus 2020"" when its all over.😜 ",saying_as_it_is,india,"['AmitabhBachchan', 'AnupamKher', 'Covid_19', 'coronavirus']",Twitter Web App,638,208,2020-07-12 17:38:30,False,"[('AmitabhBachchan', 'ORG'), ('AnupamKher', 'ORG'), ('One', 'CARDINAL'), ('Modi hater.', 'ORG')]","{'neg': 0.121, 'neu': 0.784, 'pos': 0.095, 'compound': -0.2006}"
68,," 🚨BREAKING: #Florida reports a staggering 15,300 new #coronavirus cases, shattering the single-day record of any state—pr…",Washerein17,"Colorado, US","['Florida', 'coronavirus']",Twitter for Android,1907,2477,2020-07-12 17:38:29,False,"[('Florida', 'GPE'), ('15,300', 'CARDINAL'), ('the single-day', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
69,," She’s complicit, sinister and  definitely on the “Trump Train,” next slide! #coronavirus #ScarfLady ",DemocracyDC,Rent-Free Your Head,"['coronavirus', 'ScarfLady']",Twitter for iPhone,5675,6245,2020-07-12 17:38:29,False,"[('the “Trump Train', 'PRODUCT'), '', ('ScarfLady', 'ORG')]","{'neg': 0.234, 'neu': 0.615, 'pos': 0.151, 'compound': -0.3595}"
70,, This is the highest single-day total for any US state since the start of the #coronavirus pandemic.,OGCLEVELAND,,['coronavirus'],Twitter for iPhone,286,1168,2020-07-12 17:38:29,False,"[('US', 'GPE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
71,, 🚨BREAKING: Commissioner in #Florida who *voted against #masks* has tested positive for #COVID19 and is currently in the…,eemc2,,"['Florida', 'masks', 'COVID19']",Twitter for iPad,90,138,2020-07-12 17:38:29,False,"[('Florida', 'GPE'), '', '']","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}"
72,, AP is at Top 4 in India in #Covid19 cases today Maharashtra  7827Tamilnadu 4244Karnataka 2627AP 1933Delhi 1573 Telang…,jalaneelu,"Vijayawada, India",['Covid19'],Twitter for Android,92,810,2020-07-12 17:38:28,False,"[('AP', 'ORG'), ('India', 'GPE'), ('today', 'DATE'), ('Maharashtra', 'ORG'), ('4244Karnataka', 'CARDINAL'), ('1933Delhi 1573', 'DATE'), ('Telang', 'PERSON')]","{'neg': 0.0, 'neu': 0.899, 'pos': 0.101, 'compound': 0.2023}"
73,, #Florida's No. 1!...in #coronavirus. ,JosephTrento,"Naples, Florida","['Florida', 'coronavirus']",Twitter Web App,214,328,2020-07-12 17:38:28,False,"[('Florida', 'GPE')]","{'neg': 0.454, 'neu': 0.546, 'pos': 0.0, 'compound': -0.3595}"
